Department,Entity,Payment Date,Expense Type,Expense Area,Supplier,Transaction No, Amount ,Description,Post Code,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,06/01/2020,IT Ser Running Costs,Group Finance,Moore Stephens Insight Ltd,2000020417," £396,340.00 ",#,EC1A 4AB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,Consultants Costs,OPERATIONS DIRECTORATE,MCKINSEY & COMPANY,783463," £396,166.67 ",Operate General Management Costs,SW1Y 4UH,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Reading Borough Council,2000021681," £395,000.00 ",2019/20 Integrated Transport Block fourth quarter,RG1 2LU,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,FIRST GREATER WESTERN,2000020161," £393,894.15 ",2010 Wk4 DR Operational Cost P10 - FIRST GREATER W,SN1 1HL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,06/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,FIRST GREATER WESTERN,1500000012," £393,894.15 ",2010 Wk4 DR Operational Cost P10 - FIRST GREATER W,SN1 1HL,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,000000 AUC - Phase 1,AUC - Phase 1,TURNER & TOWNSEND COST MANAGEMENT LTD,#," £393,886.73 ",Commercial Management Services for the Enabling Works and Main Works Civils,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,CITY OF YORK COUNCIL,2000021661," £392,500.00 ",2019/20 Integrated Transport Block fourth quarter,Y01 7WH,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,000000 - Auc - Non Infrastructure,Auc - Non Infrastructure,CYBERIAM HOLDINGS LIMITED,#," £392,319.00 ",SailPoint Licenses ,,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,02/01/2020,AGENTS FEES,SHARED SERVICES DELIVERY,ARVATO LIMITED,5100008778," £391,690.99 ",ARVATO MONTHLY CHARGES,HU10 6DN,GB945651794,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,TEC - Technology Maintenance,IT DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,783471," £390,102.85 ",Technology Maintenance,CV34 5AH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,15-01-2020,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC204003," £389,120.20 ",Renewals of Structures,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,BLACKBURN WITH DARWEN BC,2000021696," £388,000.00 ",2019/20 Highways Maintenance Block fourth quarter,BB1 7DY,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,781432," £387,500.00 ",SR13 RIP Schemes,SW1V 1LQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,06-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,GALLIFORD TRY INFRASTRUCTURE LIMITED,781342," £387,423.08 ",Feasibility,LE10 3JH,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Rutland County Council,2000021683," £383,750.00 ",2019/20 Highways Maintenance Block fourth quarter,LE15 6HP,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,MILTON KEYNES BC,2000021675," £381,750.00 ",2019/20 Integrated Transport Block fourth quarter,MK9 3EE,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,30/01/2020,Post Office Charges,Finance & Commercial,Post Office Ltd,2000030162," £380,333.86 ",#,BL4 9XX,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,HAMPSHIRE COUNTY COUNCIL,781941," £379,800.00 ",Integration Delivery,SO23 8UB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AGGREGATE INDUSTRIES UK LTD,CONF9104100441005905," £377,200.42 ",Renewals of Roads,LE67 1TL,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC204017," £375,708.65 ",LNMS Other Economy,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,23/01/2020,Audit Fees (cash),Group Assurance,Government Internal Audit Agency,2000021864," £374,500.00 ",Q3 2019/20 Internal Audit fees paid to GIAA,NR7 0HS,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,WARRINGTON BC,2000021691," £373,500.00 ",2019/20 Integrated Transport Block fourth quarter,WA1 1BN,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,North East Lincolnshire Council,2000021728," £369,750.00 ",2019/20 Integrated Transport Block fourth quarter,DN35 8LN,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,17/01/2020,Cap Grt Loc Auth,"Energy,Technology & Innovation",Coventry City Council,2000021385," £369,000.00 ",ULEV Taxi Infra scheme - Coventry CC #369k,CV1 5RR,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC203943," £367,267.55 ",Renewals of Technology,SG19 2BD,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,27/01/2020,IT SERVICE RUNNING COSTS,LIVE SERVICES,ATOS IT SERVICES UK LIMITED,5100008602," £367,012.00 ",CONTRACT EXTENSION,WV10 6UH,GB232327983,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,INTERSERVE CONSTRUCTION LIMITED,782949," £365,767.12 ",RIS 1 Schemes,B37 7HQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Luton Borough Council,2000021674," £364,250.00 ",2019/20 Integrated Transport Block fourth quarter,LU1 2BQ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,09/01/2020,000000 AUC - Phase 2A,AUC - Phase 2A,NETWORK RAIL INFRASTRUCTURE LTD,#," £360,000.00 ",European Train Control System ,,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Subsidies Private Se,Local,Diamond Bus Ltd,2000022220," £358,078.93 ",DIAMOND BUS LTD,B69 3HW,,,,,,,,,,,,,,,,,,,
DEPARTMENT FOR TRANSPORT,Driver and Vehicle Standards Agency ,06/01/2020,RENT,SHAFTESBURY RD,MONTAGU EVANS,1900008717," £357,577.56 ",FIXED MOTO RECHARGES - SHAFTESBURY RD - APR-DEC 19,EH3 8EG,#,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,24-01-2020,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",INTELLIGENT POWER GENERATION LIMITED,782762," £356,646.13 ",Air Quality,SW7 2PN,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,BLACKBURN WITH DARWEN BC,2000021696," £356,000.00 ",2019/20 Integrated Transport Block fourth quarter,BB1 7DY,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Isle of Wight Council,2000021670," £354,500.00 ",2019/20 Integrated Transport Block fourth quarter,PO30 1UD,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,SOUTHEND-ON-SEA BC,2000021735," £350,250.00 ",2019/20 Integrated Transport Block fourth quarter,SS2 6AN,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,07-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,781477," £350,159.00 ",Feasibility,SW1V 1LQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,07/01/2020,IT Consultancy - Non Rec (DVLA only),Information Services,Capgemini UK PLC,2000026633," £348,935.20 ",#,GU21 6DB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,27-01-2020,Contractor Costs,OPERATIONS DIRECTORATE,ATKINS LTD,782916," £347,253.70 ",Operate General Management Costs,KT18 5BW,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Basic Franchise Pay,DG_Rail - Passenger Services,Abellio East Midlands Limited,2000022361," £346,939.00 ",2011 Wk4 HST Fleet Cascade-Estimated Revisions_P20,EC4A 3AG,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,10/01/2020,Transport  Consult,DG_Rail - Passenger Services,Ove Arup & Partners Limited,2000020782," £345,231.32 ",#,W1T 4BQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,SWINDON BC,2000021688," £344,500.00 ",2019/20 Integrated Transport Block fourth quarter,SN1 2JH,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN GALLIFORD TRY SM JV,782008," £343,622.43 ",RIS 1 Schemes,NN6 7SL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Southampton City Council,2000021706," £342,750.00 ",2019/20 Highways Maintenance Block fourth quarter,SO14 7LY,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,BRACKNELL FOREST BC,2000021712," £342,250.00 ",2019/20 Highways Maintenance Block fourth quarter,RG12 1AQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Central Bedfordshire Council,2000021743," £341,250.00 ",2019/20 Integrated Transport Block fourth quarter,SG17 5TQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,29/01/2020,Subsidies Private Se,Local,First Bus Shared Services,2000022224," £337,748.41 ",FIRST PROVINCIAL,LS1 4HY,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Slough Borough Council,2000021684," £337,250.00 ",2019/20 Integrated Transport Block fourth quarter,SL1 3UF,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,15/01/2020,Auc - It Equipment,Capital Control Account,Vodafone Ltd (Corporate),500041," £331,968.00 ",Auc - It Equipment,MK3 5JP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),APC204001," £331,843.48 ",Renewals of Roads,DL1 1TJ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,16/01/2020,000000 AUC - Phase 2A,AUC - Phase 2A,BALFOUR BEATTY CIVIL ENGINEERING LTD,#," £328,759.51 ",Early Environmental Works Pre-Construction Contract,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,18-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TARMAC TRADING LIMITED,CONF9144606341401673," £326,272.09 ",Renewals of Roads,B37 7BQ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,JOHN GRAHAM CONSTRUCTION LTD,781779," £324,090.05 ",RIS 1 Schemes,BT26 6HX,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Support Services,Local,Driver and Vehicle Standards Agency,2000022163," £322,628.91 ",#,SA1 8AN,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,COWI A/S ARCADIS CH2M JV,783285," £322,597.55 ",RIS 2 Schemes,W6 7EF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,28-01-2020,Consultants Costs,STRATEGY & PLANNING DIR,OVE ARUP & PARTNERS,783071," £322,098.33 ",Support General Other,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,31/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Mercedes-Benz UK Limited,2000022526," £322,000.00 ","PICG Mercedes December 2019 #322,000",MK15 8BA,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,30-01-2020,ICT Software Maintenance,IT DIRECTORATE,SPECIALIST COMPUTER CENTRES PLC,783332," £316,667.00 ",Support General Corporate Services,B11 2LE,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,13/01/2020,Aviation Flying Charge,Sumburgh SAR Helicopter Base,Bristow Helicopters Ltd,233082534," £316,663.62 ",Provision of SAR Services ,RH1 5JZ,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,06-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,GALLIFORD TRY INFRASTRUCTURE LIMITED,781346," £313,925.28 ",Feasibility,LE10 3JH,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,South Tyneside Council,2000021701," £311,500.00 ",2019/20 Highways Maintenance Block fourth quarter,NE33 2RL,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,23/01/2020,CG - Rescue Equipment,Information & Communications Technology,Ans Group,233082437," £310,981.87 ",Manages services - 01-31.03.2020 2020/01/00412,M15 6SY,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,10-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,APC204017," £310,585.71 ",Environment Noise Delivery,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,PFI Service Payments,OPERATIONS DIRECTORATE,AUTOLINK CONCESSIONAIRES (A19) LIMITED,783204," £310,569.00 ",Operate Roads PFI Service Payments,TS23 1PX,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,P40030 - Chief Operating Officer (COO),Land Referencing,MOTT MACDONALD LIMITED,#," £309,922.16 ",C1000_1783 Land Ref Services South,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,21-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,OVE ARUP & PARTNERS,782474," £309,030.60 ",SR13 Smart Motorway Scheme,NE1 3PL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,01/01/2020,Basic Franchise Rec,DG_Rail - Passenger Services,Arriva Rail North Limited,2000020163," £308,500.00 ",2010 Wk4 Northern Schedule 8.3 Strike Amelioration,M1 2NF,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,08-01-2020,CM - External Consultant Costs,OPERATIONS DIRECTORATE,LAING O'ROURKE CONSTRUCTION LTD (SRC) (NON CIS),781535," £308,243.73 ",Protocol SRC (Severn River Crossing),DA2 6SN,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,AECOM INFRASTRUCTURE & ENVIRONMENT UK LIMITED,783528," £306,927.55 ",RIS 1 Schemes,RG21 7PP,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,20-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,BAM MORGAN SINDALL JOINT VENTURE,782381," £306,096.53 ",Innovation Safety Delivery,LS27 0NQ,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,17/01/2020,Cap Grt Pri Sec-Cos.,DG_Rail - Passenger Services,Rail Settlement Plan LTD,2000021403," £305,000.00 ",STNR RDG CBO Resilience Grant Milestone 2,EC1A 4H,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,09/01/2020,Management Consultan,Maritime,Cabinet Office,2000020710," £304,321.25 ",#,FY1 9JN,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER HIGHWAYS LIMITED,CONF9133304741362617," £303,152.15 ",Renewals of Roads,SG19 2BD,,,,,,,,,,,,,,,,,,,
Department For Transport,Maritime and Coastguard Agency,23/01/2020,ICT Channel Navigation Information System,Information & Communications Technology,Kongsberg Norcontrol Ltd,233083057," £302,400.00 ",Marine navigational or communication services,BS36 1JN,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,CONNECT PLUS (M25) LTD,APC204027," £301,653.20 ",Innovation Safety Delivery,EN6 3NP,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,10/01/2020,P40010 - Safety and Assurance,Office Accommodation,CONTROL RISKS GROUP LIMITED,#," £301,252.57 ",Safety and Assurance,,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,24/01/2020,000000 AUC - Phase 1,AUC - Phase 1,THAMES WATER UTILITIES LIMITED,#," £298,093.30 ",WO5 Variation,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,31-01-2020,ICT Hardware Maintenance,IT DIRECTORATE,THALES UK LIMITED,783437," £297,894.00 ",Support General Corporate Services,KT15 2NX,,,,,,,,,,,,,,,,,,,
Department For Transport,Driver & Vehicle Licensing Agency,14/01/2020,Debt Collection,Operations,Indesser,2000026999," £297,554.66 ",#,NG1 2FS,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,15/01/2020,Cap Grt Pri Sec-Cos.,"Energy,Technology & Innovation",Mercedes-Benz UK Limited,2000021133," £297,500.00 ","PICG Mercedes November 2019 #297,500.00",MK15 8BA,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,07/01/2020,CurrGrt Las in AEF/A,Local,REGIONAL DRIVING ASSESSMENT CENTRE,8100006857," £297,257.00 ",Mobility Centres Q4 2019-20,B8 1AU,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,08/01/2020,CurrGrt Las in AEF/A,Local,REGIONAL DRIVING ASSESSMENT CENTRE,2000020591," £297,256.00 ",Mobility Centres Q4 2019-20,B8 1AU,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Reading Borough Council,2000021681," £296,250.00 ",2019/20 Highways Maintenance Block fourth quarter,RG1 2LU,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,14-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,COLAS LTD,CONF9103700541005573," £294,875.05 ",Renewals of Roads,RH10 4NF,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,TORBAY BC,2000021690," £293,500.00 ",2019/20 Highways Maintenance Block fourth quarter,TQ1 3DS,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,22/01/2020,000000 AUC - Phase 1,AUC - Phase 1,NETWORK RAIL INFRASTRUCTURE LTD,#," £293,353.97 ",LNW Route Asset Protection Team,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,16-01-2020,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,HANSON CONTRACTING,782142," £292,329.87 ",Renewals of Roads,SL6 4JJ,,,,,,,,,,,,,,,,,,,
Department For Transport,High Speed Two (HS2) Limited,01/01/2020,P30060 - Infrastructure,Environmental Services,THE FEDERATION OF GROUNDWORK TRUSTS (CLAIMS),#," £291,714.00 ",Community and Business Funds,,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,22-01-2020,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,JOHN GRAHAM CONSTRUCTION LTD,782565," £290,768.53 ",TM - Network Resilience,BT26 6HX,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,North Lincolnshire Council,2000021699," £289,750.00 ",2019/20 Integrated Transport Block fourth quarter,DN16 1AB,,,,,,,,,,,,,,,,,,,
Department For Transport,Highways England,29-01-2020,TA Cost AUC - Programme,MAJOR PROJECTS,COWI A/S ARCADIS CH2M JV,783284," £288,874.35 ",RIS 2 Schemes,W6 7EF,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,28/01/2020,Research,Transport Security Co-ordination & Response,DSTL,2000022170," £288,743.00 ",#,PO14 9HL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Bedford Borough Council,2000021720," £288,250.00 ",2019/20 Integrated Transport Block fourth quarter,MK42 9AP,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,22/01/2020,Cap Grt Loc Auth,Local,Portsmouth City Council,2000021700," £287,750.00 ",2019/20 Highways Maintenance Block fourth quarter,PO1 2AL,,,,,,,,,,,,,,,,,,,
Department for Transport,Department for Transport,17/01/2020,Cap Grt Loc Auth,"Energy,Technology & Innovation",Nottingham City Council,2000021389," £286,521.00 ",ULEV Taxi Infra scheme - Nottingham CC #286k,NG2 3NG,,,,,,,,,,,,,,,,,,,
Department For Transport,British Transport Police,22/01/2020,Vehicle Servicing- Planned,Investigation 1,Thames Valley Police Authority,501156," £286,508.40 ",Vehicle Servicing- Planned,OX5 2YS,,,,,,,,,,,,,,,,,,,
