Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,25/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100024674,"1,770,424.80",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,25/07/2024,Grant in Aid Funding,Fraud Investigation Service,Chartered Trading Standards,5100024928,"200,000.00",Grant in Aid Funding,SS15 6TH,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,COGNIZANT Technology Solutions,5100024929,"101,460.94",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EQUAL EXPERTS UK LTD,5100024930,"49,107.48",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,25/07/2024,OGD costs,CCG Central Services,HOME OFFICE,5100024932,"220,000.00",Inspection Charge,NP20 9BB,,,,
HMRC,HMRC,25/07/2024,Consultancy – IT,Unity Business Services,ARVATO LIMITED,5100024950,"66,367.03",IT Consultancy Services,HU10 6DN,,,,
HMRC,HMRC,25/07/2024,Consultancy – IT,Unity Business Services,ARVATO LIMITED,5100024951,"113,842.09",IT Consultancy Services,HU10 6DN,,,,
HMRC,HMRC,25/07/2024,Consultancy – IT,Unity Business Services,ARVATO LIMITED,5100024967,"161,141.57",IT Consultancy Services,HU10 6DN,,,,
HMRC,HMRC,25/07/2024,Consultancy – IT,Unity Business Services,ARVATO LIMITED,5100024968,"40,285.14",IT Consultancy Services,HU10 6DN,,,,
HMRC,HMRC,25/07/2024,Virtual Hosting,B&T Border Change Delivery,Amazon Web Services UK,5100024969,"720,647.51",Customs Declaration Service Hosting Costs,EC2A 2FA,,,,
HMRC,HMRC,25/07/2024,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100024969,"812,645.07",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100024981,402.19,Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,25/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100024981,"176,534.67",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,25/07/2024,Mail sealing machine,Estates,NEOPOST FINANCE LTD,5100025043,"33,894.00",Mail sealing machine,RM1 2AR,,,,
HMRC,HMRC,27/07/2024,Conferences,Fraud Investigation Service,CALDER CONFERENCES LTD,1900203188,"37,854.60",Conferences,LS16 6RF,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100024988,"26,940.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100024991,"63,415.59",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100025023,"179,000.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100025056,"223,568.12",Customs Declaration Service Contractor Costs,AL1 5HE,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025057,"24,468.78",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025058,"21,624.54",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025109,"35,955.42",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,27/07/2024,Business Rates,Estates,LAND & PROPERTY SERVICES,5100025197,"293,435.65",Business Rates,BT1 3LP,,,,
HMRC,HMRC,27/07/2024,Business Rates,Estates,LAND & PROPERTY SERVICES,5100025197,"835,163.00",Business Rates,BT1 3LP,,,,
HMRC,HMRC,27/07/2024,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100025202,"31,780.00",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,27/07/2024,Document scanning,Estates,IRON MOUNTAIN UK PLC,5100025205,"172,070.76",Document scanning,EH54 5DL,,,,
HMRC,HMRC,27/07/2024,Consultancy - Legal,Unity Business Services,TLT LLP,5100025207,"32,210.88",Legal Consultancy Services,BS1 6TP,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025208,416.90,Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025208,"256,197.33",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025211,"1,535.03",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025211,"426,594.00",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025212,95.84,Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025212,"235,034.00",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100025214,"81,527.25",IT contractors,AL1 5HE,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025215,"41,810.09",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100025216,"55,600.00",IT contractors,AL1 5HE,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,CDIO - Core,TECKNUOVO LTD,5100025221,"122,070.08",PROJECT Mandays Supp,N1 7GU,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100025226,"456,171.88",Customs Declaration Service Contractor Costs,AL1 5HE,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100025227,"131,168.75",Customs Declaration Service Contractor Costs,AL1 5HE,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025229,"288,402.75",PROJECT Mandays HMRC,WC1V 6EA,,,,
HMRC,HMRC,27/07/2024,PROJECT Mandays Supp,Change Delivery Making Tax Digital,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025229,"547,344.70",PROJECT Mandays HMRC,WC1V 6EA,,,,
HMRC,HMRC,27/07/2024,Bus Int consultancy,Border Service Data and Design,Baringa Partners LLP,5100025236,"198,516.00",Bus Int consultancy,SW1E 6AJ,,,,
HMRC,HMRC,29/07/2024,Outhousing seized goods,Individuals & Small Business Compliance,Wincanton Group PLC,1900203211,"389,335.51",Outhousing seized goods,SN14 0WT,,,,
HMRC,HMRC,29/07/2024,Accommodation Security Services,Estates,Mitie Limited,1900203244,"758,286.55",Accommodation Security Services,SE1 9SG,,,,
HMRC,HMRC,29/07/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900203248,"114,619.73",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,29/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900203293,"157,000.00",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,ACCENTURE (UK) LTD,5100025271,"87,615.03",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays HMRC,Unity Business Services,Baringa Partners LLP,5100025273,"183,792.00",Project Support Labour Hours,SW1E 6AJ,,,,
HMRC,HMRC,29/07/2024,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100025279,"3,488,454.11",Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025288,"30,561.30",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025289,"38,600.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025291,"156,200.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,CREDERA LTD,5100025298,"30,625.00",PROJECT Mandays Supp,SE1 0SW,,,,
HMRC,HMRC,29/07/2024,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100025299,"2,742.82",Nat Pst Del Ser(VAT),S49 1HQ,,,,
HMRC,HMRC,29/07/2024,National postal ZVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100025299,"5,848.42",National postal ZVAT,S49 1HQ,,,,
HMRC,HMRC,29/07/2024,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100025299,"4,964,607.25",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025304,"1,482.70",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"8,154.90",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100025304,"9,637.61",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"10,378.97",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025304,"11,120.32",  IT contractor costs,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"17,792.51",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025304,"28,171.48",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"28,171.48",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"48,929.41",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"48,929.41",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"52,636.18",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"54,118.89",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"55,601.60",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"80,066.30",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025304,"90,445.27",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025304,"97,858.81",  IT contractor costs,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025304,"97,858.81",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025305,"40,441.62",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,ACCENTURE (UK) LTD,5100025375,"494,142.37",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,29/07/2024,Govt bank service,Unity Business Services,PAYGATE SOLUTIONS LIMITED,5100025468,"21,000.00",Project Support Labour Hours,OX10 9BT,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100025471,"31,088.67",IT contractors,AL1 5HE,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025475,"59,711.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025476,"37,091.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CCG Transformation Programmes,EQUAL EXPERTS UK LTD,5100025484,"72,650.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/07/2024,Grant in Aid Funding,Intermediaries,MONEY ADVICE TRUST,5100025489,"35,000.00",Grant in Aid Funding,EC4V 2AU,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100025517,"66,031.88",IT contractors,AL1 5HE,,,,
HMRC,HMRC,29/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100025523,"74,553.07",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,30/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900203311,"144,942.16",Project Development,NE136DS,,,,
HMRC,HMRC,30/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900206570,"75,723.00",Project Development,NE136DS,,,,
HMRC,HMRC,30/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900206572,"21,483.73",Project Development,NE136DS,,,,
HMRC,HMRC,30/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900206575,"36,733.07",Project Development,NE136DS,,,,
HMRC,HMRC,30/07/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900210001,"27,252.37",Project Development,NE136DS,,,,
HMRC,HMRC,30/07/2024,Outhousing seized goods,Individuals & Small Business Compliance,Wincanton Group PLC,1900210011,"418,421.86",Outhousing seized goods,SN14 0WT,,,,
HMRC,HMRC,30/07/2024,Contracted Services,Unity Business Services,Harver B.V.,1900210028,"89,313.85",Contracted Services,.,,,,
HMRC,HMRC,30/07/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900210033,"176,541.96",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,30/07/2024,Courier Services,Estates,Royal Mail Group Ltd,1900210035,"40,055.09",Courier Services,S49 1HQ,,,,
HMRC,HMRC,30/07/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900210040,"32,785.03",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,30/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900210045,"292,946.53",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,30/07/2024,SW Lic Sup mngd Serv,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100025156,"100,050.00",SW Lic Sup mngd Serv,D02 F721,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100025534,"62,662.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025545,"283,196.33",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025549,"90,874.55",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100025553,"-71,311.50",IT contractors,AL1 5HE,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100025559,"43,700.00",IT contractors,AL1 5HE,,,,
HMRC,HMRC,30/07/2024,Contin Labor Build,B&T Border Change Delivery,SPECIALIST COMPUTER CTR,5100025581,"1,321,979.64",Customs Declaration Service Contractor Costs,B11 2LE,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100025585,"46,650.89",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100025589,"115,169.11",IT contractors costs,EC3M 3BD,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025600,"212,617.93",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100025601,"223,745.91",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,30/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100025725,"-37,380.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,30/07/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100025725,"224,280.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025727,"40,524.02",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,30/07/2024,Legal services,Government Banking and Payments,SIMMONS & SIMMONS LLP,5100025732,"28,339.64",Legal services,EC2Y 9SS,,,,
HMRC,HMRC,30/07/2024,Consultancy - P&C,Estates,AECOM LTD,5100025733,"22,760.00",Consultancy - P&C,G2 7ER,,,,
HMRC,HMRC,30/07/2024,Grant in Aid Funding,Intermediaries,ADVICE DIRECT SCOTLAND LIMITED,5100025736,"28,750.00",Grant in Aid Funding,G2 6TS,,,,
HMRC,HMRC,30/07/2024,Counsel Fee VAT Irre,Solicitor's Office & Legal Services,BEN ELLIOTT,5100025740,"28,692.00",Counsel Fees,WC1R 4EF,,,,
HMRC,HMRC,30/07/2024,Cons ad imp (Ir VAT),CDIO - Core,FINYX CONSULTING LTD,5100025755,"31,200.00",Cons ad imp (Ir VAT),YO10 5GA,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100025756,"28,471.50",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EVIDEN TECHNOLOGY SERVICES LIMITED,5100025762,"22,875.56",IT contractors,WC1V 6EA,,,,
HMRC,HMRC,30/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100025779,"23,310.00",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,BRITISH TELECOMMUNICATIONS PLC,5100025782,"38,601.60",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,30/07/2024,PROJECT Mandays Supp,Change Delivery DG & Programme Office,BRITISH TELECOMMUNICATIONS PLC,5100025784,"41,196.50",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,30/07/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100025785,"48,119.45",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,30/07/2024,Cons ad imp (Ir VAT),CDIO - Core,FINYX CONSULTING LTD,5100025790,"36,036.00",Cons ad imp (Ir VAT),YO10 5GA,,,,
HMRC,HMRC,31/07/2024,Consultancy Non IT,HR,DELOITTE LLP (L),1900210060,"60,000.00",HMRC target operating model,MK9 1FD,,,,
HMRC,HMRC,31/07/2024,IT Software Licenses and Support,CDIO - Core,FUJITSU SERVICES LTD,1900210076,"433,734.38",IT Software Licenses and Support,WA3 6GD,,,,
HMRC,HMRC,31/07/2024,Computer accessories,CDIO - Core,COMPUTACENTER (UK) LTD,5100025795,"1,714.56",Computer accessories,AL10 9TW,,,,
HMRC,HMRC,31/07/2024,Telephony Accs.,CDIO - Core,COMPUTACENTER (UK) LTD,5100025795,"92,640.00",Telephony Accs.,AL10 9TW,,,,
HMRC,HMRC,31/07/2024,Occupational Health,HR,HEALTH PARTNERS GROUP LIMITED,5100025796,"143,641.78",This invoice largely relates to the cost payable to HMRC's Occupational Health provider (Health Partners) for the purchase of vouchers to support HMRC's seasonal flu vaccination programme during  2024/25. The flu vaccination costs are £143428 the balance of £213.78 relates to a further non-vatable OH service line.  ,TN22 5AA,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100025797,"46,872.00",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100025798,"179,754.00",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100025799,"66,564.00",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100025800,"73,962.00",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100025801,"79,332.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100025805,"246,588.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100025808,"129,334.43",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,31/07/2024,Cons ad imp (Ir VAT),CDIO - Core,GARTNER UK LTD,5100025810,"126,544.80",Cons ad imp (Ir VAT),TW20 9AH,,,,
HMRC,HMRC,31/07/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100025811,"30,387.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,31/07/2024,Building mngment,Estates,Tetra Tech Limited,5100025818,"42,444.00",Building mngment,LS1 4ER,,,,
HMRC,HMRC,31/07/2024,Block Charges,Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100026007,"135,762.06",Block Charges,G75 8EA,,,,
HMRC,HMRC,31/07/2024,Grant in Aid Funding,Intermediaries,CITIZENS ADVICE ISLE OF WIGHT,5100026008,"27,500.00",Grant in Aid Funding,PO30 1SS,,,,
HMRC,HMRC,31/07/2024,Project support,Commercial Directorate,New World Tech Ltd,5100026017,"117,600.00",Project support,BN1 6SB,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
