Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
14/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,527497,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
14/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,527510,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
21/07/2023,Stationery,Corporate Services - Human Resources,Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
24/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,529223,436.06,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
24/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,529227,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
26/07/2023,Professional Subscriptions,Corporate Services - Human Resources,"Personal Expense, Name Withheld",529693,176,MF Devolved Admin-Professional Subscriptions,,EMPLOYEE
31/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,530386,436.06,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
31/07/2023,Hire of Agency Staff,Corporate Services - Human Resources,Alexander Mann Solutions Ltd,530392,726.76,MF Devolved Admin-Hire of Agency Staff,EC2N 3AQ,VENDOR
31/07/2023,Clinical and Medical Expenditure,Corporate Services - Human Resources,"Personal Expense, Name Withheld",530493,42.67,MF Devolved Admin-Clinical and Medical Expenditure,,EMPLOYEE
13/07/2023,Other Travel,"Science, Innovation and Growth - Office for Life Sciences","Personal Expense, Name Withheld",527083,19.99,MF Devolved Admin-Other Travel,,EMPLOYEE
12/07/2023,Office-related Expenditure,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",520568,33.99,MF Devolved Admin-Office-related Expenditure,,EMPLOYEE
12/07/2023,Rail Travel UK,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",526810,2.8,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
12/07/2023,Other Travel,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",526810,4,MF Devolved Admin-Other Travel,,EMPLOYEE
12/07/2023,Rail Travel UK,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",526810,5.3,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
12/07/2023,Subsistence UK,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",526810,7.4,MF Devolved Admin-Subsistence UK,,EMPLOYEE
19/07/2023,Rail Travel UK,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",528241,164.79,MF Devolved Admin-Rail Travel UK,,EMPLOYEE
27/07/2023,Office-related Expenditure,"Corporate Services - Policy, Strategy and Private Office","Personal Expense, Name Withheld",530035,15.98,MF Devolved Admin-Office-related Expenditure,,EMPLOYEE
06/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",525559,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526501,5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526501,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
11/07/2023,Taxi Services UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526502,3.6,Net Zero Costs - Admin-Taxi Services UK,,EMPLOYEE
11/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",526503,5.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
24/07/2023,Rail Travel UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529080,11.5,Net Zero Costs - Admin-Rail Travel UK,,EMPLOYEE
24/07/2023,Subsistence UK,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,"Personal Expense, Name Withheld",529080,16.5,Net Zero Costs - Admin-Subsistence UK,,EMPLOYEE
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,23.24,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,57.84,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Net Zero Buildings and Industry (NZBI) - Net Zero Buildings - Domestic,Banner Group Ltd,528944,356.4,MF Devolved Admin-Stationery,S9 1XT,VENDOR
06/07/2023,Economic Consultancy & Research,Market Frameworks - DG & Group Support,Alma Economics Ltd,525454,11940,MF Devolved Admin-Economic Consultancy & Research,SE1 3PL,VENDOR
19/07/2023,Economic Consultancy & Research,Market Frameworks - DG & Group Support,IFF RESEARCH LTD,527287,16202.86,MF Devolved Admin-Economic Consultancy & Research,EC3R 6HD,VENDOR
26/07/2023,Economic Consultancy & Research,Market Frameworks - DG & Group Support,Alma Economics Ltd,529637,5970,MF Devolved Admin-Economic Consultancy & Research,SE1 3PL,VENDOR
26/07/2023,Economic Consultancy & Research,Market Frameworks - DG & Group Support,Alma Economics Ltd,529637,9950,MF Devolved Admin-Economic Consultancy & Research,SE1 3PL,VENDOR
28/07/2023,UK Subscriptions 2,"Net Zero, Nuclear & International - INZ: Trade & Energy",Oxford Economics Ltd,511238,2066.24,Climate Change Economic Analysis-UK Subscriptions 2,OX1 1HB,VENDOR
10/07/2023,Professional Subscriptions,"Net Zero, Nuclear & International - INZ: Trade & Energy",BLOOMBERG FINANCE LP,525187,6259.82,Climate Change Economic Analysis-Professional Subscriptions,EC4N 4TQ,VENDOR
28/07/2023,UK Subscriptions 2,"Net Zero, Nuclear & International - INZ: Trade & Energy",Rystad Energy Limited,530206,48000,Climate Change Economic Analysis-UK Subscriptions 2,EC3A 8BE,VENDOR
05/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Trade & Energy","Personal Expense, Name Withheld",525195,11.5,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
05/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Trade & Energy","Personal Expense, Name Withheld",525195,11.6,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
05/07/2023,Taxi Services UK,"Net Zero, Nuclear & International - INZ: Trade & Energy","Personal Expense, Name Withheld",525195,11.7,MF Devolved Admin-Taxi Services UK,,EMPLOYEE
26/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,KPMG LLP,524216,2500,Offshore Environmental Regulation-Training And Development Expenditure,E14 5GL,VENDOR
04/07/2023,Mileage Allowance UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",524868,6.75,Offshore Environmental Regulation-Mileage Allowance UK,,EMPLOYEE
04/07/2023,Mileage Allowance UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",524868,6.75,Offshore Environmental Regulation-Mileage Allowance UK,,EMPLOYEE
04/07/2023,Mileage Allowance UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",524868,6.75,Offshore Environmental Regulation-Mileage Allowance UK,,EMPLOYEE
04/07/2023,Mileage Allowance UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",524869,6.3,Offshore Environmental Regulation-Mileage Allowance UK,,EMPLOYEE
06/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Survivex Ltd,525458,960,Offshore Environmental Regulation-Training And Development Expenditure,AB21 0LQ,VENDOR
10/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,KPMG LLP,526316,2200,Offshore Environmental Regulation-Training And Development Expenditure,E14 5GL,VENDOR
10/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Oilennium Ltd,526385,350,Offshore Environmental Regulation-Training And Development Expenditure,NR30 1JE,VENDOR
11/07/2023,Rail Travel UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",526432,6.7,Offshore Environmental Regulation-Rail Travel UK,,EMPLOYEE
11/07/2023,Other Travel,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",526432,34.98,Offshore Environmental Regulation-Other Travel,,EMPLOYEE
12/07/2023,Taxi Services UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",526800,20,Offshore Environmental Regulation-Taxi Services UK,,EMPLOYEE
12/07/2023,Taxi Services UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",526800,20,Offshore Environmental Regulation-Taxi Services UK,,EMPLOYEE
13/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Survivex Ltd,527029,172,Offshore Environmental Regulation-Training And Development Expenditure,AB21 0LQ,VENDOR
13/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Survivex Ltd,527037,195,Offshore Environmental Regulation-Training And Development Expenditure,AB21 0LQ,VENDOR
18/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Relx (UK) Ltd,527453,432,Offshore Environmental Regulation-Training And Development Expenditure,SM2 5AS,VENDOR
17/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Oilennium Ltd,527588,350,Offshore Environmental Regulation-Training And Development Expenditure,NR30 1JE,VENDOR
24/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,KPMG LLP,528748,2500,Offshore Environmental Regulation-Training And Development Expenditure,E14 5GL,VENDOR
26/07/2023,Training And Development Expenditure,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,KPMG LLP,529568,-2500,Offshore Environmental Regulation-Training And Development Expenditure,E14 5GL,VENDOR
28/07/2023,Subsistence UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,3.4,Offshore Environmental Regulation-Subsistence UK,,EMPLOYEE
28/07/2023,Other Travel,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,5,Offshore Environmental Regulation-Other Travel,,EMPLOYEE
28/07/2023,Mileage Allowance UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,7.65,Offshore Environmental Regulation-Mileage Allowance UK,,EMPLOYEE
28/07/2023,Other Travel,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,9.3,Offshore Environmental Regulation-Other Travel,,EMPLOYEE
28/07/2023,Motor Vehicle Hire,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,21.6,Offshore Environmental Regulation-Motor Vehicle Hire,,EMPLOYEE
28/07/2023,Subsistence UK,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,23.7,Offshore Environmental Regulation-Subsistence UK,,EMPLOYEE
28/07/2023,Other Travel,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,"Personal Expense, Name Withheld",530288,72.73,Offshore Environmental Regulation-Other Travel,,EMPLOYEE
21/07/2023,Stationery,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Banner Group Ltd,528944,31.29,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Banner Group Ltd,528944,63.48,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Banner Group Ltd,528944,72.87,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Banner Group Ltd,528944,175.07,MF Devolved Admin-Stationery,S9 1XT,VENDOR
21/07/2023,Stationery,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Banner Group Ltd,528944,828,MF Devolved Admin-Stationery,S9 1XT,VENDOR
17/07/2023,ICT Outsourcing & Maintenance/Support,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,Fivium Ltd,527783,15601.11,Energy Portal Costs-ICT Outsourcing & Maintenance/Support,W1F 7LD,VENDOR
25/07/2023,Other Professional Services,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,GENESIS OIL & GAS CONSULTANTS LTD,510176,-1261,OGMEP (Oil And Gas Marine Envmt Protection)-Other Professional Services,EC4M 8AP,VENDOR
25/07/2023,Other Professional Services,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,GENESIS OIL & GAS CONSULTANTS LTD,529338,1878,OGMEP (Oil And Gas Marine Envmt Protection)-Other Professional Services,EC4M 8AP,VENDOR
25/07/2023,Other Professional Services,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,GENESIS OIL & GAS CONSULTANTS LTD,529340,2565,OGMEP (Oil And Gas Marine Envmt Protection)-Other Professional Services,EC4M 8AP,VENDOR
25/07/2023,Other Professional Services,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,GENESIS OIL & GAS CONSULTANTS LTD,529341,1680.6,OGMEP (Oil And Gas Marine Envmt Protection)-Other Professional Services,EC4M 8AP,VENDOR
25/07/2023,Other Professional Services,Energy Infrastructure - Offshore Petroleum Regulator for Environment and Decommissioning,GENESIS OIL & GAS CONSULTANTS LTD,529342,1990.5,OGMEP (Oil And Gas Marine Envmt Protection)-Other Professional Services,EC4M 8AP,VENDOR
10/07/2023,Taxi Services UK,Energy Markets & Supply - Energy Markets & Analysis,"Personal Expense, Name Withheld",526156,15.5,Net Zero Costs - Admin-Taxi Services UK,,EMPLOYEE
11/07/2023,Taxi Services UK,Energy Markets & Supply - Energy Markets & Analysis,"Personal Expense, Name Withheld",526500,16.1,Net Zero Costs - Admin-Taxi Services UK,,EMPLOYEE
18/07/2023,Rail Travel UK,Energy Markets & Supply - Energy Markets & Analysis,"Personal Expense, Name Withheld",527811,57.5,Net Zero Costs - Admin-Rail Travel UK,,
25/07/2023,Rail Travel,Energy Markets & Supply - Energy Markets & Analysis,"Personal Expense, Name Withheld",529450,24,Net Zero Costs - Admin-Rail Travel,,EMPLOYEE
13/07/2023,Subsistence UK,Corporate Services - Human Resources,"Personal Expense, Name Withheld",527117,3.9,Go Science Staff - Pay and Non-Pay Costs-Subsistence UK,,EMPLOYEE
