Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-59.95
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-59.95
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,48.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,32.55
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,32.55
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-21.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,308.2
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,126
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,424.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,211.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,75.94
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,151.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,129.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,105.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,94.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,83.01
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-189.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,-211.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,219.99
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,16/12/2022,113.22
