Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,675.84
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,644.16
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,633.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,623.04
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,401.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,369.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,369.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,84.48
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,485.76
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,475.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,221.76
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,306.24
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,749.76
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,749.76
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,485.76
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,190.08
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,528
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,232.32
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,887.04
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,887.04
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,718.08
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,633.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,633.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,612.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,607.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,517.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,517.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,517.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,443.52
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,443.52
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,401.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,401.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,369.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,359.04
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,316.8
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,285.12
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,274.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,274.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,221.76
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,203.66
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,105.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,98.06
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,42.24
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-105.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-105.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-274.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-285.12
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-285.12
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-285.12
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,607.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,422.4
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,369.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,306.24
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,12/12/2023,242.88
