BeneficiaryOtherID,BeneficiaryName,OrganisationalUnit,Purpose,ContractRef,Amount,IrrecoverableVATAmount,PaymentDate
103012,Devon County Council,Licensing Section (Exc Taxis),Agency Staff,169225,738.15,0,20/12/2013
103012,Devon County Council,Aonb And Countryside,Contribution To Running Costs,169490,10116,0,03/01/2014
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,169829,1845.5,0,09/01/2014
103012,Devon County Council,Supervision And Mgt General,Recruitment Advertising,169830,849,0,09/01/2014
103012,Devon County Council,Legal Services,Recruitment Advertising,169831,675,0,09/01/2014
103012,Devon County Council,Supervision And Mgt Special,Recruitment Advertising,169831,4.5,0,09/01/2014
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,169887,4812.3,0,09/01/2014
103012,Devon County Council,Ict Services,Recruitment Advertising,170371,999,0,20/01/2014
103012,Devon County Council,Corporate Activities,Medical Fees,170440,11700,0,30/01/2014
103012,Devon County Council,Corporate Activities,Medical Fees,170442,1627.5,0,23/01/2014
103012,Devon County Council,Supervision And Mgt General,Agency Staff,170443,2580.54,0,23/01/2014
103012,Devon County Council,Public Health,Agency Staff,170444,698.89,0,23/01/2014
103012,Devon County Council,Licensing Section (Exc Taxis),Agency Staff,170445,710.4,0,23/01/2014
103012,Devon County Council,Corporate Activities,Medical Fees,170446,5765,0,23/01/2014
103012,Devon County Council,Corporate Activities,Medical Fees,170447,680,0,23/01/2014
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,171296,2106.5,0,06/02/2014
103012,Devon County Council,Supervision And Mgt General,Interview Expenses,171769,2262,0,17/02/2014
103012,Devon County Council,Refuse Collection & Recycling,Material From Civic Amen Sites,172004,5433.52,0,24/02/2014
103012,Devon County Council,Refuse Collection & Recycling,Material From Civic Amen Sites,172005,5165.66,0,24/02/2014
103012,Devon County Council,Hsg And Council Tax Admin,Recruitment Advertising,172128,1006.66,0,27/02/2014
103012,Devon County Council,Org Development Services,Recruitment Advertising,172128,1999.83,0,27/02/2014
103012,Devon County Council,Public Health,Agency Staff,172178,517,0,27/02/2014
103012,Devon County Council,Tenant Participation,Agency Staff,172182,3325.33,0,27/02/2014
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,172505,5076.5,0,05/03/2014
103012,Devon County Council,Corporate Activities,Medical Fees,173045,1647.5,0,28/03/2014
103012,Devon County Council,Tenant Participation,Agency Staff,173046,2328.78,0,20/03/2014
103012,Devon County Council,Public Health,Agency Staff,173047,566.94,0,20/03/2014
103012,Devon County Council,Land Charges,Dcc Land Charge Fees,173468,3759.4,0,28/03/2014
103012,Devon County Council,Car Parks,Criminal Record Check Fees,173524,52,0,28/03/2014
103012,Devon County Council,Homesafeguard,Criminal Record Check Fees,173524,104,0,28/03/2014
103012,Devon County Council,Hsg And Council Tax Admin,Criminal Record Check Fees,173524,52,0,28/03/2014
103012,Devon County Council,Legal Services,Criminal Record Check Fees,173524,52,0,28/03/2014
103012,Devon County Council,Supervision And Mgt Special,Criminal Record Check Fees,173524,156,0,28/03/2014
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,157566,7611.08,0,04/04/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,158719,7854.76,0,02/05/2013
353051,Devon County Council Pension Fund,Corporate Activities,Superannuation Ers,159022,39040,0,02/05/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,160512,7787.81,0,03/06/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,161940,7755,0,04/07/2013
353051,Devon County Council Pension Fund,Public Halls,Pension Fund Strain,162440,635.15,0,11/07/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,163393,7764.03,0,05/08/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,164496,7764.03,0,09/09/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,166061,7764.03,0,03/10/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,167500,7764.03,0,07/11/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,168431,7555.53,0,05/12/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,169252,7618.12,0,20/12/2013
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,170619,7374.76,0,23/01/2014
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,172624,7301.08,0,28/03/2014
353051,Devon County Council Pension Fund,Employer'S Responsibilities,Pension Enhancements,173545,7346.28,0,28/03/2014
453951,Devon Garden Machinery,Sports Grounds,Property Contractors,163020,1468,0,05/08/2013
453951,Devon Garden Machinery,Sports Grounds,Property Contractors,163072,1967,0,25/07/2013
453951,Devon Garden Machinery,Parks And Pleasure Grounds,Materials,171562,642.7,0,17/02/2014
600938,Devon Mediation Service,Crime And Disorder,Contribution To Running Costs,157851,500,0,11/04/2013
600938,Devon Mediation Service,Minor Management Schm,Fees,161460,1000,0,20/06/2013
600938,Devon Mediation Service,Minor Management Schm,Fees,168027,1000,0,21/11/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,160189,838.33,0,23/05/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,161258,838.33,0,17/06/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,161825,838.33,0,01/07/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,163047,838.33,0,25/07/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,164413,838.33,0,27/08/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,166001,838.33,0,03/10/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,167095,838.33,0,28/10/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,168355,838.33,0,28/11/2013
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,170170,838.33,0,16/01/2014
14774P,Devon Norse Ltd,Corporate Buildings,Property Maintenance Ad Hoc,170259,660,0,16/01/2014
14774P,Devon Norse Ltd,Public Halls,Property Maintenance Ad Hoc,170259,121,0,16/01/2014
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,170774,838.33,0,27/01/2014
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,172974,838.33,0,17/03/2014
14774P,Devon Norse Ltd,Economic Development,Property Cleansing Service,173669,838.33,0,28/03/2014
DEVONPAR,Devon Partnership Nhs Trust,Org Development Services,Officer Training,163912,785.46,0,15/08/2013
223212,Devon Somerset Dorset Fire Risk Assessments,Corporate Buildings,Surveyors Fees,158085,575,0,11/04/2013
223212,Devon Somerset Dorset Fire Risk Assessments,Improvements Hra,Property Contractors,162175,1200,0,08/07/2013
685428,Devon Wallcare,Responsive Maintenance,Property Contractors,160552,2053,0,03/06/2013
685428,Devon Wallcare,Responsive Maintenance,Property Contractors,161593,2642.25,0,24/06/2013
685428,Devon Wallcare,Responsive Maintenance,Property Contractors,164185,2818,0,19/08/2013
685428,Devon Wallcare,Cyclical Maintenance,Property Contractors,164187,3475,0,19/08/2013
685428,Devon Wallcare,Responsive Maintenance,Property Contractors,171591,1451,0,13/02/2014
826447,Devon Waste Management Ltd,Street Cleansing,Equipment Hire,171301,1812.4,0,10/02/2014
826447,Devon Waste Management Ltd,Street Cleansing,Equipment Hire,171304,906.2,0,17/02/2014
826447,Devon Waste Management Ltd,Street Cleansing,Equipment Hire,172227,906.2,0,03/03/2014
826447,Devon Waste Management Ltd,Street Cleansing,Equipment Hire,172617,1449.92,0,13/03/2014
516091,Devon Wildlife Enterprises Ltd,Capital Industriall Sites,Local Consultations,161747,848.4,0,27/06/2013
516091,Devon Wildlife Enterprises Ltd,Capital Industriall Sites,Other Design Fees,164493,1004,0,09/09/2013
516091,Devon Wildlife Enterprises Ltd,Capital Regeneration Economy,Consultancy=Advice,165102,10400,0,12/09/2013
516091,Devon Wildlife Enterprises Ltd,Capital Regeneration Economy,Consultancy=Advice,166173,5200,0,07/10/2013
516091,Devon Wildlife Enterprises Ltd,Capital Regeneration Economy,Consultancy=Advice,168233,4400,0,25/11/2013
516091,Devon Wildlife Enterprises Ltd,Capital Regeneration Economy,Consultancy=Advice,172992,1020,0,17/03/2014
516091,Devon Wildlife Enterprises Ltd,Capital Industriall Sites,Other Design Fees,173642,900,0,28/03/2014
279244,Devon Wildlife Trust,Capital Regeneration Economy,Consultancy=Advice,158660,13902.45,0,25/04/2013
279244,Devon Wildlife Trust,Capital Regeneration Economy,Consultancy=Advice,167203,10028.09,0,31/10/2013
279244,Devon Wildlife Trust,Capital Regeneration Economy,Consultancy=Advice,169454,7229.62,0,03/01/2014
279244,Devon Wildlife Trust,Aonb And Countryside,Local Consultations,171644,608.68,0,13/02/2014
279244,Devon Wildlife Trust,Development Managment,Local Consultations,171644,1216.66,0,13/02/2014
279244,Devon Wildlife Trust,Planning Policy,Local Consultations,171644,1216.66,0,13/02/2014
279244,Devon Wildlife Trust,Capital Regeneration Economy,Consultancy=Advice,172991,5000,0,17/03/2014
279244,Devon Wildlife Trust,Capital Regeneration Economy,Consultancy=Advice,173328,30851.64,0,24/03/2014
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,120633,778.7,0,15/04/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,120800,530,0,18/04/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,120802,1220.5,0,18/04/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,121131,530,0,25/04/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,121279,1085,0,29/04/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,121280,1275.15,0,29/04/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,121536,2191,0,13/05/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,121537,1095,0,13/05/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,121638,535,0,16/05/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,121850,1095,0,16/05/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,122481,535,0,30/05/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,122851,535,0,03/06/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,123029,1090,0,13/06/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,123287,545,0,13/06/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,123288,1326,0,13/06/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,123290,565,0,13/06/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,123617,545,0,20/06/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,124001,535,0,27/06/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,124750,1090,0,22/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,124751,1120,0,22/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,124752,555,0,22/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,124753,1082.5,0,22/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125036,885.4,0,29/07/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,125038,753.5,0,29/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125039,1300.5,0,29/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125040,1300.5,0,29/07/2013
HUW 001,Devon Window Care Limited,Improvements Hra,Hra Prop Contractors Interface,125041,725,0,29/07/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125280,1504.15,0,05/08/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,125281,1300.5,0,05/08/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125282,1300.5,0,05/08/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125283,1300.5,0,05/08/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,125284,1300.5,0,05/08/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,125285,1300.5,0,05/08/2013
HUW 001,Devon Window Care Limited,Improvements Hra,Hra Prop Contractors Interface,125598,555,0,15/08/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,126169,703.1,0,22/08/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,126170,1300.5,0,22/08/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,126485,1160,0,30/08/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,126701,1160,0,09/09/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,126902,784.9,0,12/09/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,127203,1300.5,0,12/09/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,127772,1160,0,26/09/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,127773,1160,0,26/09/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,127884,1160,0,30/09/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,127885,1160,0,30/09/2013
HUW 001,Devon Window Care Limited,Improvements Hra,Property Contractors,128254,2475,0,14/10/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,128255,1160,0,14/10/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,128256,595,0,14/10/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,128461,785,0,17/10/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,128462,1160,0,17/10/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,128606,825,0,28/10/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,128607,825,0,28/10/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,128608,785,0,28/10/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,129367,2121.5,0,14/11/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,129489,920.25,0,25/11/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,129734,1295,0,25/11/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,129736,815,0,25/11/2013
HUW 001,Devon Window Care Limited,Responsive Maintenance,Hra Prop Contractors Interface,129737,785,0,25/11/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,129738,900.95,0,25/11/2013
HUW 001,Devon Window Care Limited,Improvements Hra,Hra Prop Contractors Interface,130488,545,0,13/12/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,130489,1970,0,13/12/2013
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,131830,1180,0,16/01/2014
HUW 001,Devon Window Care Limited,Hra Major Repairs Spend,Hra Prop Contractors Interface,132213,585,0,23/01/2014
