Id,Indicator,CollectionFrequency,YearType,Year,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity
CSB16a,"Hospital admissions for dental caries (0-4 years), per 100,000 population",Annual,Financial Year,2015/2016,342.9,,,,,,,,,,,,,,,,,Up is Bad
CSB16a,"Hospital admissions for dental caries (0-4 years), per 100,000 population",Annual,Financial Year,2016/2017,353.55,,,,,,,,,,,,,,,,,Up is Bad
CSB16b,"Hospital admissions for dental caries (0-5 years), per 100,000 population",Annual,Financial Year,2017/2018,474.1,,,,,,,,,,,,,,,,,Up is Bad
CSB16b,"Hospital admissions for dental caries (0-5 years), per 100,000 population",Annual,Financial Year,2018/2019,519.1,,,,,,,,,,,,,,,,,Up is Bad
CSB16b,"Hospital admissions for dental caries (0-5 years), per 100,000 population",Annual,Financial Year,2019/2020,489.8,,,,,,,,,,,,,,,,,Up is Bad
CSB16b,"Hospital admissions for dental caries (0-5 years), per 100,000 population",Annual,Financial Year,2020/2021,401.3,,,,,,,,,,,,,,,,,Up is Bad
CSB17,Number of mothers recorded by Midwifery Services in regard to alcohol or substance misuse (by Estimated Delivery Date),Quarterly,Financial Year,2014/2015,26,,,,3,,,,7,,,,9,,,,7,Up is Bad
CSB17,Number of mothers recorded by Midwifery Services in regard to alcohol or substance misuse (by Estimated Delivery Date),Quarterly,Financial Year,2015/2016,33,,,,7,,,,14,,,,8,,,,4,Up is Bad
CSB17,Number of mothers recorded by Midwifery Services in regard to alcohol or substance misuse (by Estimated Delivery Date),Quarterly,Financial Year,2016/2017,,,,,13,,,,,,,,,,,,,Up is Bad
CSB17,Number of mothers recorded by Midwifery Services in regard to alcohol or substance misuse (by Estimated Delivery Date),Quarterly,Financial Year,2017/2018,NC,,,,2,,,,,,,,,,,,,Up is Bad
CSB17,Number of mothers recorded by Midwifery Services in regard to alcohol or substance misuse (by Estimated Delivery Date),Quarterly,Financial Year,2018/2019,NC,,,,,,,,,,,,,,,,,Up is Bad
CSB17,Number of mothers recorded by Midwifery Services in regard to alcohol or substance misuse (by Estimated Delivery Date),Quarterly,Financial Year,2019/2020,,,,,,,,,NA,,,,,,,,,Up is Bad
CSB38,Number of children provided with one-to-one support by IDAS,Quarterly,Financial Year,2014/2015,389,,,,130,,,,107,,,,69,,,,83,Neutral
CSB38,Number of children provided with one-to-one support by IDAS,Quarterly,Financial Year,2015/2016,255,,,,78,,,,54,,,,73,,,,50,Neutral
CSB38,Number of children provided with one-to-one support by IDAS,Quarterly,Financial Year,2016/2017,130,,,,25,,,,41,,,,20,,,,44,Neutral
CSB38,Number of children provided with one-to-one support by IDAS,Quarterly,Financial Year,2017/2018,192,,,,46,,,,66,,,,40,,,,40,Neutral
CSB38,Number of children provided with one-to-one support by IDAS,Quarterly,Financial Year,2018/2019,229,,,,46,,,,63,,,,45,,,,75,Neutral
CSB38,Number of children provided with one-to-one support by IDAS,Quarterly,Financial Year,2019/2020,,,,,126,,,,98,,,,,,,,,Neutral
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2009/2010,1632,,,,,,,,,,,,,,,,,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2010/2011,1726,,,,,,,,,,,,,,,,,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2011/2012,1953,,,,,,,,,,,,,,,,,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2012/2013,1593,149,130,122,401,122,112,132,366,151,140,143,434,117,135,140,392,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2013/2014,1530,121,114,119,354,125,168,132,425,161,123,133,417,107,114,113,334,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2014/2015,1808,113,133,158,404,177,216,135,528,158,155,197,510,128,113,125,366,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2015/2016,1518,128,118,133,379,163,153,135,451,138,107,127,372,85,91,140,316,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2016/2017,1399,99,137,148,384,154,124,108,386,122,98,131,351,90,75,113,278,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2017/2018,1115,107,80,89,276,100,127,129,356,100,86,76,262,73,64,84,221,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2018/2019,999,81,76,84,241,76,105,93,274,90,75,92,257,77,76,74,227,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2019/2020,903,78,89,71,238,68,93,67,228,91,87,100,278,47,55,57,159,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2020/2021,557,37,23,31,91,72,62,56,190,53,31,102,186,47,18,25,90,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2021/2022,656,57,53,69,179,67,61,44,172,60,47,76,183,39,39,44,122,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2022/2023,423,36,44,38,118,33,33,30,96,19,32,38,89,32,47,41,120,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2023/2024,625,45,41,44,130,63,65,69,197,39,45,51,135,38,47,78,163,Up is Bad
CSP29a,Number of Incidents of ASB within the CIZ,Monthly,Financial Year,2024/2025,,59,49,73,181,,,,,,,,,,,,,Up is Bad
CSP29b,Number of Incidents of Alcohol Related ASB within the CIZ,Monthly,Financial Year,2016/2017,594,33,66,48,147,69,53,52,174,49,36,63,148,42,34,49,125,Up is Bad
CSP29b,Number of Incidents of Alcohol Related ASB within the CIZ,Monthly,Financial Year,2017/2018,NC,54,35,42,131,37,50,43,130,36,33,NC,NC,NC,NC,NC,NC,Up is Bad
CSP29b,Number of Incidents of Alcohol Related ASB within the CIZ,Monthly,Financial Year,2018/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Up is Bad
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2012/2013,1062,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2013/2014,1728,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2014/2015,1683,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2015/2016,1457,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2016/2017,1864,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2017/2018,1986,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2018/2019,1691,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2019/2020,1737,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2020/2021,1121,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2021/2022,1255,,,,,,,,,,,,,,,,,Up is Good
EH1,"Chlamydia detection rate per 100,000 aged 15 to 24",Annual,Financial Year,2022/2023,1829,,,,,,,,,,,,,,,,,Up is Good
EH1A,"Chlamydia diagnoses (15-19 year olds), per 100,000 population",Quarterly,Financial Year,2013/2014,1922,,,,1344,,,,1532,,,,1814,,,,1922,Up is Good
EH1A,"Chlamydia diagnoses (15-19 year olds), per 100,000 population",Quarterly,Financial Year,2014/2015,1416,,,,1756,,,,1640,,,,1532,,,,1416,Up is Good
EH1A,"Chlamydia diagnoses (15-19 year olds), per 100,000 population",Quarterly,Financial Year,2015/2016,,,,,1366,,,,1438,,,,,,,,,Up is Good
EH1B,"Chlamydia diagnoses (20-24 year olds), per 100,000 population",Quarterly,Financial Year,2013/2014,1734,,,,1200,,,,1508,,,,1674,,,,1734,Up is Good
EH1B,"Chlamydia diagnoses (20-24 year olds), per 100,000 population",Quarterly,Financial Year,2014/2015,1495,,,,1793,,,,1623,,,,1504,,,,1495,Up is Good
EH1B,"Chlamydia diagnoses (20-24 year olds), per 100,000 population",Quarterly,Financial Year,2015/2016,,,,,1453,,,,1518,,,,,,,,,Up is Good
EH1B,"Chlamydia diagnoses (20-24 year olds), per 100,000 population",Quarterly,Financial Year,2017/2018,457,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2012/2013,13.7,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2013/2014,19.6,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2014/2015,23.6,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2015/2016,22.2,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2016/2017,22.8,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2017/2018,24.6,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2018/2019,23.7,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2019/2020,23.9,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2020/2021,16.8,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2021/2022,19.4,,,,,,,,,,,,,,,,,Up is Good
EH2,Proportion of population aged 15 to 24 screened for chlamydia (%),Annual,Financial Year,2022/2023,17.1,,,,,,,,,,,,,,,,,Up is Good
HLTH01a,Pupils achieving a Good Level of Development at age 5 (%),Annual,Financial Year,2013/2014,64.8,,,,,,,,,,,,,,,,,Up is Good
HLTH01a,Pupils achieving a Good Level of Development at age 5 (%),Annual,Financial Year,2016/2017,74.3,,,,,,,,,,,,,,,,,Up is Good
HLTH02a,Limiting long term illness or disability (%),Annual,Financial Year,2014/2015,15.3,,,,,,,,,,,,,,,,,Up is Bad
HLTH03a,Provision of 1 hour or more unpaid care per week (%),Annual,Financial Year,2014/2015,9.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH04a,Pensioners living alone (%),Annual,Financial Year,2014/2015,32.3,,,,,,,,,,,,,,,,,Up is Bad
HLTH05a,Obese adults (%),Annual,Financial Year,2014/2015,23,,,,,,,,,,,,,,,,,Up is Bad
HLTH06a,Binge drinking adults (%),Annual,Financial Year,2014/2015,29.7,,,,,,,,,,,,,,,,,Up is Bad
HLTH07a,Healthy eating adults (%),Annual,Financial Year,2014/2015,28.3,,,,,,,,,,,,,,,,,Up is Good
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2014/2015,104.3,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2015/2016,97.1,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2017/2018,141.3,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2018/2019,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2019/2020,153.8,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2020/2021,141.1,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
HLTH14b,Absolute gap in mortality ratio for deaths from circulatory disease (under 75) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2014/2015,7.6,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2015/2016,7.3,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2017/2018,10.1,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2018/2019,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2019/2020,10.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2020/2021,11.7,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
HLTH21b,Gap in years in Life Expectancy at birth for Males between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2014/2015,8.3,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2015/2016,6.6,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2017/2018,7.9,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2018/2019,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2019/2020,8.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2020/2021,11.1,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
HLTH22b,Gap in years in Life Expectancy at birth for Females between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2014/2015,97.1,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2015/2016,110.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2017/2018,126.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2018/2019,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2019/2020,133.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2020/2021,119.6,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2021/2022,,,,,,,,,,,,,,,,,,Up is Bad
HLTH35b,Absolute gap in hospital admission ratio for self-harm between highest and lowest York ward ( 5 year aggregated),Annual,Financial Year,2022/2023,,,,,,,,,,,,,,,,,,Up is Bad
HLTH36b,Absolute gap in hospital admission ratio for alcohol-related harm (narrow definition) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2014/2015,55.6,,,,,,,,,,,,,,,,,Up is Bad
HLTH36b,Absolute gap in hospital admission ratio for alcohol-related harm (narrow definition) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2015/2016,59.2,,,,,,,,,,,,,,,,,Up is Bad
HLTH36b,Absolute gap in hospital admission ratio for alcohol-related harm (narrow definition) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2016/2017,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH36b,Absolute gap in hospital admission ratio for alcohol-related harm (narrow definition) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2017/2018,70.7,,,,,,,,,,,,,,,,,Up is Bad
HLTH36b,Absolute gap in hospital admission ratio for alcohol-related harm (narrow definition) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2018/2019,NC,,,,,,,,,,,,,,,,,Up is Bad
HLTH36b,Absolute gap in hospital admission ratio for alcohol-related harm (narrow definition) between highest and lowest York ward (5 year aggregated),Annual,Financial Year,2019/2020,NC,,,,,,,,,,,,,,,,,Up is Bad
