"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Education","Department for Education","Careers","DFE2331","Grade 7 - National","51357","59332","Manager - Careers Grade 7-East Of England","0.86","Other","East Of England"
"Department for Education","Department for Education","Regions Group: West Midlands","DFE-2406","Grade 6 - National","62540","69061","Manager - Regions Group: West Midlands Grade 6-West Midlands","4.00","Other","West Midlands"
"Department for Education","Department for Education","Further Education Workforce","DFE-2218","Grade 6 - National","62540","69061","Manager - FE Workforce Grade 6-Yorkshire and The Humber","1.75","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Free Schools Policy and Programme","DFE-2346","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Free Schools Policy and Programme SEO-London","3.80","Other","London"
"Department for Education","Education and Skills Funding Agency","School Resource Management","DFE-2089","Grade 7 - National","51357","59332","Manager - School Resource Management Grade 7-North East","3.00","Other","North East"
"Department for Education","Department for Education","Developing Teachers and Leaders","DFE-2333","HEO - National","30332","33371","Higher Executive Officer - Developing Teachers and Leaders HEO-Yorkshire and The Humber","2.48","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: East of England","DFE-2563","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: East of England SEO-Yorkshire and The Humber","1.90","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Digital Strategy","DFE-2327","Grade 7 - National","51357","59332","Manager - Digital Strategy Grade 6-North East","0.71","Other","North East"
"Department for Education","Department for Education","Regions Group: West Midlands","DFE-2406","HEO - National","30332","33371","Higher Executive Officer - Regions Group: West Midlands HEO-West Midlands","9.81","Other","West Midlands"
"Department for Education","Department for Education","Regions Group: South West","DFE-2092","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: South West SEO-South West","9.29","Other","South West"
"Department for Education","Department for Education","Estates, Security and People","DFE-2025","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Estates, Security and People SEO-Yorkshire and The Humber","0.60","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","STEM","DFE-2316","Grade 7 - National","51357","59332","Manager - STEM Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Private Finance","DFE-2211","Grade 6 - National","62540","69061","Manager - Private Finance Grade 6-Unknown","6.00","Other","Unknown"
"Department for Education","Department for Education","Students Loans Company Sponsorship and LLE Engagement","DFE-2436","Grade 7 - National","51357","59332","Manager - Students Loans Company Sponsorship and LLE Engagement Grade 7-North East","1.00","Other","North East"
"Department for Education","Department for Education","ITT Market Reform","DFE-2477","Grade 6 - London","65783","73146","Manager - ITT Market Reform Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Strategy and Portfolio","DFE-2277","Grade 7 - National","51357","59332","Manager - Strategy and Portfolio Grade 7-North East","3.00","Other","North East"
"Department for Education","Department for Education","Regions Group: South West","DFE-2403","Grade 6 - National","62540","69061","Manager - Regions Group: South West Grade 6 (On Leave)-South West","1.00","Other","South West"
"Department for Education","Department for Education","Assessment, Standards, Quality and Provider Market Strategy","DFE-2127","Grade 6 - National","62540","69061","Manager - Assessment, Standards, Quality and Provider Market Strategy Grade 6-East Midlands","0.80","Other","East Midlands"
"Department for Education","Department for Education","Developing Teachers and Leaders","DFE-2333","HEO - National","30332","33371","Higher Executive Officer - Developing Teachers and Leaders HEO-East Midlands","4.14","Other","East Midlands"
"Department for Education","Department for Education","Schools and Funding Analysis","DFE-2220","Grade 7 - London","55022","63601","Manager - Schools and Funding Analysis Grade 7-London","7.47","Other","London"
"Department for Education","Department for Education","Looked After Children Care System","DFE-2443","Senior Executive Officer - London","41435","45875","Senior Executive Officer - Looked After Children Care System SEO-London","4.46","Other","London"
"Department for Education","Department for Education","Admissions, School Organisation, Transport and FRU","DFE-2296","Grade 7 - National","51357","59332","Manager - Admissions, School Organisation, Transport and FRU Grade 7-Yorkshire and The Humber","3.33","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: National","DFE-2279","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: National SEO (Position Vacate:10/07/2023)-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Further Education Workforce","DFE-2218","Grade 6 - London","65783","73146","Manager - FE Workforce Grade 6-London","2.00","Other","London"
"Department for Education","Department for Education","Improvement and Insight","DFE-2223","HEO - National","30332","33371","Higher Executive Officer - Improvement and Insight HEO-North East","5.00","Other","North East"
"Department for Education","Department for Education","T - Level Delivery ​","DFE-2156","Grade 6 - National","62540","69061","Manager - T - Level Delivery ​ Grade 6-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Regions Group: National","DFE-2021","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Regions Group: National SEO-Yorkshire and The Humber","12.81","Other","Yorkshire and The Humber"
"Department for Education","Education and Skills Funding Agency","Counter Fraud  and Prevention","DFE-2290","Grade 7 - National","51357","59332","Manager - Counter Fraud and Prevention Grade 7-Yorkshire and The Humber","4.80","Other","Yorkshire and The Humber"
"Department for Education","Department for Education","Digital Delivery 1","DFE-2504","HEO - National","30332","33371","Higher Executive Officer - Digital Delivery - Teacher Services HEO-North East","6.00","Other","North East"
"Department for Education","Department for Education","Counter Extremism and Non-School Education","DFE-2398","Grade 6 - London","65783","73146","Manager - Counter Extremism and Non-School Education Grade 6-London","3.00","Other","London"
"Department for Education","Department for Education","Becoming a Teacher","DFE-2539","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Becoming a Teacher SEO-East Midlands","4.00","Other","East Midlands"
"Department for Education","Department for Education","Developing Teachers and Leaders","DFE-2333","Grade 7 - London","55022","63601","Manager - Developing Teachers and Leaders Grade 7-London","8.81","Other","London"
"Department for Education","Department for Education","Careers","DFE2331","Grade 7 - National","51357","59332","Manager - Careers Grade 7-West Midlands","2.81","Other","West Midlands"
"Department for Education","Department for Education","Customer Service","DFE-2334","Senior Executive Officer - National","37593","41506","Senior Executive Officer - Business Operations & Transformation SEO (On Leave)-West Midlands","1.00","Other","West Midlands"
"Department for Education","Department for Education","Further Education Oversight","DFE-2019","Grade 7 - National","51357","59332","Manager - Further Education Oversight Directorate Support Grade 7-Yorkshire and The Humber","1.00","Other","Yorkshire and The Humber"
