Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,NOTTINGHAM CITY COUNCIL,2000013014,847500,Integrated Transport Block 2017/18 third quarter,NG1 5NT
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,DEVON COUNTY COUNCIL,2000012985,900250,Integrated Transport Block 2017/18 third quarter,EX2 4QJ
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,DERBYSHIRE COUNTY COUNCIL,2000012984,911000,Integrated Transport Block 2017/18 third quarter,DE4 3AH
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,OXFORDSHIRE CC,2000012994,922000,Integrated Transport Block 2017/18 third quarter,OX1 1TH
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,Nottinghamshire County Council,2000013011,979000,Integrated Transport Block 2017/18 third quarter,NG2 7QP
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,North Lincolnshire Council,2000012999,1022500,Highway Maintenance Block 2017/18 third quarter,DN16 1AB
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,NORFOLK COUNTY COUNCIL,2000012995,1035250,Integrated Transport Block 2017/18 third quarter,NR1 2UG
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,MILTON KEYNES BC,2000012992,1138500,Highway Maintenance Block 2017/18 third quarter,MK9 3EE
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,Hertfordshire County Council,2000012989,1142000,Integrated Transport Block 2017/18 third quarter,SG13 8DN
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,SURREY COUNTY COUNCIL,2000012997,1196000,Integrated Transport Block 2017/18 third quarter,KT1 2DN
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,HAMPSHIRE COUNTY COUNCIL,2000012988,1324000,Integrated Transport Block 2017/18 third quarter,SO23 8UB
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,Lancashire County Council,2000012991,1513500,Integrated Transport Block 2017/18 third quarter,PR1 0LD
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,ESSEX COUNTY COUNCIL,2000012987,1568750,Integrated Transport Block 2017/18 third quarter,CM1 1LX
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,KENT COUNTY COUNCIL,2000012990,1715250,Integrated Transport Block 2017/18 third quarter,ME14 1XQ
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,Cheshire West & Chester Council,2000013016,1767250,Highway Maintenance Block 2017/18 third quarter,CH34 9DB
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,CHESHIRE EAST BOROUGH COUNCIL,2000013015,2322500,Highway Maintenance Block 2017/18 third quarter,CW11 1HZ
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,BUCKINGHAMSHIRE CC (REVENUE),2000012982,2333500,Highway Maintenance Block 2017/18 third quarter,HP20 1UD
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,EAST RIDING OF YORKSHIRE COUNCIL,2000013008,2455250,Highway Maintenance Block 2017/18 third quarter,HU17 9BA
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,HEREFORDSHIRE COUNCIL,2000013009,2561000,Highway Maintenance Block 2017/18 third quarter,HR4 0XH
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,Warwickshire County Council,2000013000,2878500,Highway Maintenance Block 2017/18 third quarter,CV34 4RH
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,West Sussex County Council,2000012998,3050000,Highway Maintenance Block 2017/18 third quarter,PO19 1RG
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,DORSET COUNTY COUNCIL,2000012986,3091000,Highway Maintenance Block 2017/18 third quarter,DT1 1XJ
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,SHROPSHIRE COUNTY COUNCIL,2000013013,3666750,Highway Maintenance Block 2017/18 third quarter,SY2 6ND
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,WILTSHIRE COUNCIL,2000013017,3689250,Highway Maintenance Block 2017/18 third quarter,BA14 4DS
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,Staffordshire County Council,2000013012,4462000,Highway Maintenance Block 2017/18 third quarter,ST16 2DH
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,SUFFOLK COUNTY COUNCIL (GRANTS),2000013002,4848250,Highway Maintenance Block 2017/18 third quarter,IP1 2DH
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,SOMERSET COUNTY COUNCIL,2000012996,5003750,Highway Maintenance Block 2017/18 third quarter,TA1 4DY
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,CUMBRIA COUNTY COUNCIL,2000012983,6018750,Highway Maintenance Block 2017/18 third quarter,CA3 8NA
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,NORTH YORKSHIRE CC,2000013010,6589750,Highway Maintenance Block 2017/18 third quarter,DL7 8AL
Department for Transport,Department for Transport,25/10/2017,Cap Grt Loc Auth,Local,North East Combined Authority,2000013023,6763250,Integrated Transport Block 2017/18 third quarter,NE1 8QH
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000013080,591.48,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Training,Group Human Resources,Capita Business Services Ltd,2000013078,641.66,#,B24 9FD
Department for Transport,Department for Transport,26/10/2017,Car Hire and Leasing,"Road Safety, Standards and Services",Toyota Financial Services (UK) Ltd,2000013091,690,#,KT18 5UZ
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,HSR Phase 2 Sponsor,BROOK STREET (UK) LIMITED,2000013086,720.91,#,AL1 4JB
Department for Transport,Department for Transport,26/10/2017,Training,Group Human Resources,Capita Business Services Ltd,2000013078,722,#,B24 9FD
Department for Transport,Department for Transport,26/10/2017,Training,Group Human Resources,Capita Business Services Ltd,2000013078,822.52,#,B24 9FD
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,904.32,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Training,Group Human Resources,Capita Business Services Ltd,2000013078,1071,#,B24 9FD
Department for Transport,Department for Transport,26/10/2017,Electricity,DG_IS - Rail Accident Investigation Branch,BRITISH GAS BUSINESS,2000013081,1084.46,01.09.2017-30.09.2017-Elec Charges,GU95 1AW
Department for Transport,Department for Transport,26/10/2017,IT Ser Running Costs,Group Commercial Services,BT Payment SVCS Ltd (T/phone Bills),2000013085,1094.4,#,DH98 1BT
Department for Transport,Department for Transport,26/10/2017,IT Ser Running Costs,Group Commercial Services,BT Payment SVCS Ltd (T/phone Bills),2000013085,1094.4,#,DH98 1BT
Department for Transport,Department for Transport,26/10/2017,Recruitment,DG_Rail - Passenger Services,Cabinet Office,2000013076,1120,#,FY5 3TA
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,1218.17,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Contract Cleaning,DG_IS - Rail Accident Investigation Branch,OFFICE CARE LTD,2000013089,1449.93,#,DE24 8AN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,1686.66,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Training,Group Human Resources,Capita Business Services Ltd,2000013078,1750,#,B24 9FD
Department for Transport,Department for Transport,26/10/2017,IT Ser Running Costs,Group Commercial Services,BT Payment SVCS Ltd (T/phone Bills),2000013085,1843.2,#,DH98 1BT
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,2000.16,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,IT Ser Running Costs,Group Commercial Services,BT Payment SVCS Ltd (T/phone Bills),2000013085,2250,#,DH98 1BT
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Group Finance,CAPITA BUSINESS SERVICES LTD,2000013080,2256.96,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,2538.96,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,2650.8,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000013080,2666.84,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,HSR Phase 1 Sponsor,CAPITA BUSINESS SERVICES LTD,2000013080,3155.54,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3321.66,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3373.55,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3435.96,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3597.54,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3780.36,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3823.86,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3838.87,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,3843.26,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,One Railway,CAPITA BUSINESS SERVICES LTD,2000013080,3983.11,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,4114.74,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,4227.66,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,4547.16,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Training,Group Human Resources,Capita Business Services Ltd,2000013078,4650,#,B24 9FD
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,HSR Phase 1 Sponsor,CAPITA BUSINESS SERVICES LTD,2000013080,4693.98,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000013080,4754.16,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000013080,5825.16,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000013080,6344.57,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Travel Expenses UK,"Road Safety, Standards and Services","Transport For London,",2000013093,7335.5,#,SE10 1AP
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Major Projects,CAPITA BUSINESS SERVICES LTD,2000013080,7547.33,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,Group Commercial Services,CAPITA BUSINESS SERVICES LTD,2000013080,7688.52,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,CAPITA BUSINESS SERVICES LTD,2000013080,9845.76,#,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000013080,9922.1,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Agency Staff Costs,DG_RAIL - Network Services,CAPITA BUSINESS SERVICES LTD,2000013080,10444.32,Interim resource,DL1 9HN
Department for Transport,Department for Transport,26/10/2017,Transport  Consult,Major Projects,Mott MacDonald Limited,2000013084,82069.58,Technical consultancy,CR0 2EE
Department for Transport,Department for Transport,26/10/2017,Audit Fees (cash),Group Assurance,Government Internal Audit Agency,100018312,346785.75,Quarterly fees to Government Internal Audit Agency,NR7 0HS
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,Major Projects,BROOK STREET (UK) LIMITED,2000013218,584.99,Interim resource,AL1 4JB
Department for Transport,Department for Transport,27/10/2017,Subsidies Private Se,Local,Community Transport for,2000013152,606.65,Community Transport for Town & County,DE5 8JN
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,DG_IS - Rail Accident Investigation Branch,BROOK STREET (UK) LIMITED,2000013218,643.8,#,AL1 4JB
Department for Transport,Department for Transport,27/10/2017,Subsidies Private Se,Local,The Selsey Shuttle C.I.C,2000013203,666.66,The Selsey Shuttle C.I.C,PO20 0LF
Department for Transport,Department for Transport,27/10/2017,Subsidies Private Se,Local,HERTSMERE COMMUNITY TRANSPORT,2000013198,719.22,HERTSMERE COMMUNITY TRANSPORT,WD6 3PJ
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000013218,871.74,#,AL1 4JB
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000013218,871.74,#,AL1 4JB
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000013218,901.8,#,AL1 4JB
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000013218,917.53,#,AL1 4JB
Department for Transport,Department for Transport,27/10/2017,Subsidies Private Se,Local,Rural Age Concern Darent Valley,2000013178,959.11,RURAL AGE CONCERN DARENT VALLEY,BR8 7TL
Department for Transport,Department for Transport,27/10/2017,Agency Staff Costs,DG_Rail - Passenger Services,BROOK STREET (UK) LIMITED,2000013218,1050.74,#,AL1 4JB
