Property Reference,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Liable From,RV,Property Description,Charity Y/N,Disc %,Mand %,SBRR Y/N,s44a Y/N,Hardship Y/N,Local Discount,Retail Relief Y/N
1109350002005B     ,R & B MOTORS (ROCHDALE) LIMITED ,                                ,R AND B MOTORS                  ,                                ,CINNAMON STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6QB,01.04.2005                                               ,2900,VEHICLE REPAIR WORKSHOP AND PREMISES                        ,N,0,0,Y,N,N,N,N
1.11E+13,ROCHDALE BOWLING CLUB           ,                                ,ROCHDALE BOWLING CLUB CINNAMON  ,HILL                            ,CINNAMON STREET                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6QB,01.04.2005                                               ,4150,BOWLING GREEN AND PREMISES                                  ,N,0,0,Y,N,N,N,N
1.11E+13,NORMAN ASHWORTH LTD             ,                                ,                                ,                                ,26 CLARKES LANE                    ,ROCHDALE                           ,                                ,                                ,OL12 6PY,01.04.2005                                               ,4350,GARAGE AND PREMISES                                         ,N,0,0,N,N,N,Y,Y
1.11E+13,MOBILE BROADBAND NETWORK LTD    ,                                ,T-MOBILE SITE REF 95565         ,                                ,AT NATIONAL GRID CLAY LANE         ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 5QW,23.10.2009                                               ,8900,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
1.11E+13,TELEFONICA UK LIMITED           ,                                ,MM02 SITE REF5427 AT NATIONAL   ,GRID                            ,CLAY LANE                          ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 5QW,01.04.2005                                               ,8900,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
1.12E+13,ADVANCED POWDER COATINGS LIMITED,                                ,                                ,                                ,1ST-3RD FLRS MITCHELL HEY MILLS    ,COLLEGE ROAD                       ,ROCHDALE                        ,LANCASHIRE                      ,OL12 6AF,01.04.2018                                               ,9700,WAREHOUSE AND PREMISES                                      ,N,0,0,Y,N,N,N,N
1.12E+13,BETTER DREAMS LTD               ,                                ,MITCHELL HEY MILL FRONT         ,                                ,COLLEGE ROAD                       ,ROCHDALE                           ,LANCS                           ,                                ,OL12 6AF,04.09.2012                                               ,63500,"WAREHOUSE, OFFICES AND PREMISES                             ",N,0,0,N,N,N,N,N
1.12E+13,PRESTIGE POWDER COATING LTD     ,                                ,mitchell hey mill middle        ,                                ,COLLEGE ROAD                       ,ROCHDALE                           ,LANCS                           ,                                ,OL12 6AF,12.05.2017                                               ,20000,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
1.12E+13,OPTIMISE VEHICLE SOLUTIONS LTD  ,                                ,                                ,                                ,UNIT 2 COLDWALL INDUSTRIAL ESTATE  ,SPOTLAND ROAD                      ,ROCHDALE                        ,                                ,OL12 7BD,25.09.2018                                               ,7500,WAREHOUSE AND PREMISES                                      ,N,0,0,N,N,N,N,N
1.12E+13,VALLEY DECORATORS LTD           ,                                ,                                ,                                ,UNIT 1 COLDWALL INDUSTRIAL ESTATE  ,SPOTLAND ROAD                      ,ROCHDALE                        ,                                ,OL12 7BD,01.07.2007                                               ,7500,WAREHOUSE AND PREMISES                                      ,N,0,0,Y,N,N,N,N
1.12E+13,ROCHDALE OCCUPATIONAL HEALTH    ,SERVICES LTD                    ,NUFFIELD HOUSE                  ,                                ,COLLEGE ROAD                       ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6RZ,01.04.2005                                               ,19500,HEALTH CENTRE AND PREMISES                                  ,Y,0,80,N,N,N,N,N
1118614979071A     ,T-MOBILE UK LTD                 ,                                ,T-MOBILE NO 93502 ON ROOF       ,                                ,DUNKIRK RISE COLLEGE BANK          ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL12 6UH,01.04.2005                                               ,12750,COMMUNICATION STATION AND PREMISES                          ,N,0,0,N,N,N,N,N
1.12E+13,TRANSLATION EMPIRE LTD          ,                                ,                                ,                                ,PT 1ST FLR EMPIRE HOUSE            ,COLLEGE ROAD                       ,ROCHDALE                        ,                                ,OL12 6AE,01.09.2017                                               ,27750,OFFICES                                                     ,N,0,0,N,N,N,N,N
