Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Invoice Number,Invoice Distribution Amount,Account Code,Cost Centre
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£31,423",9115102900,10393860
DWP,CORPORATE,16-Jan-18,CA - OTHER RECEIVABLES - CRU PAYMENTS RECOVERIES,BALANCE SHEET,MOTOR INSURERS BUREAU,DJV421-173295,"£31,402",1816902917,99999999
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£31,376",9115102900,10393860
DWP,CORPORATE,15-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - SOFTWARE LICENCES,DIG ENTERPRISE INFRASTRUCTURE CONTRACT CORE HOSTING DELP,SOFTCAT PLC,INV01799255,"£31,312",5218102909,10389676
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£31,246",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£31,141",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£31,079",9115102900,10393860
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,CHG UC DESIGN & BUILD PROGRAMME MANAGER,THOUGHTWORKS LTD,IN180021,"£30,988",5218102901,10386915
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,962",9115102900,10393860
DWP,CORPORATE,15-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - DESKTOPS,DIG CHANNEL PLATFORMS ITLR SUSTAINABLE PRINT SERV DEL A,XEROX UK LTD 3W,2675416,"£30,889",5813102900,10389543
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG ADMS PROGRAMME,ENTSERV UK LTD,6050133,"£30,871",5218102901,10389010
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,839",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,790",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,740",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,705",9115102900,10393860
DWP,CORPORATE,26-Jan-18,CA - OTHER RECEIVABLES - CRU PAYMENTS RECOVERIES,BALANCE SHEET,KENNEDYS SOLICITORS,AQV178-173491,"£30,669",1816902917,99999999
DWP,CORPORATE,26-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT OFFICE,FG OPS FIN DM IT SUPPLIES,INDESSER,30001416,"£30,660",5217102902,10393312
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,385",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,361",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,315",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,286",9115102900,10393860
DWP,CORPORATE,24-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,STR ANALYSIS CAD,IFF RESEARCH LTD,13523,"£30,259",5211402907,10382110
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,CHG UC PATHFINDER DELIVERY MANAGEMENT,ACCENTURE UK LTD,3003381776,"£30,231",5218102901,10386910
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£30,152",5217100002,10392328
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£30,117",9115102900,10393860
DWP,EMPLOYMENT PROGRAMMES,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG EP WORK CHOICE S WEST WALES S WALES VALLEYS,SHAW TRUST,100125,"£29,997",5213102918,10419080
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,938",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995518,"£29,938",5215102901,10386171
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,830",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,767",9115102900,10393860
DWP,CORPORATE,18-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG TECH PLATFORMS INTEGRATING TECH CORE,FDM GROUP LTD,247007-FM,"£29,750",5813102901,10389400
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES -  MEDICAL - OPINIONS OTHER,FG CS HS HEALTH & WORK SERVICES CONTRACT,HEALTH MANAGEMENT LTD,87,"£29,695",5216102909,10394100
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,657",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,627",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,609",9115102900,10393860
DWP,EMPLOYMENT PROGRAMMES,16-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG EP WORK CHOICE SURREY AND SUSSEX KENT,WORKING LINKS,99489,"£29,515",5213102918,10419099
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£29,454",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,OPS WDC WSD NE CAVENDISH COURT JOBCENTRE SHEFFIELD,FIRST SOUTH YORKSHIRE,FIRSTMAIN257116,"£29,430",5213102905,10404182
DWP,CORPORATE,15-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - DESKTOPS,DIG CHANNEL PLATFORMS ITLR SUSTAINABLE PRINT SERV DEL A,XEROX UK LTD 3W,2675419,"£29,413",5813102900,10389543
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,DIG DEVICES - MOBILE SOLUTIONS REFRESH,VODAFONE LTD,KM04951,"£29,140",5217102900,10389537
DWP,CORPORATE,16-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG IOS DATA OPERATIONS DEL P,CROWN HOSTING DATA CENTRES LTD,1729,"£28,980",5813102901,10389588
DWP,CORPORATE,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG TECH PLATFORM IMP VME R NEXT PHASE,CAPGEMINI UK PLC,2.60E+12,"£28,887",5218102901,10389261
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,881",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,818",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,730",9115102900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£28,721",5217100002,10392328
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,692",9115102900,10393860
DWP,CORPORATE,18-Jan-18,CL - OTHER PAYABLES - NHS INCENTIVISATION (EHIC COSTS),BALANCE SHEET,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,1726-A,"£28,617",2617902901,99999999
DWP,CORPORATE,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG CHANNEL PLATFORMS INTELLIGENT AUTOMATION GARAGE,ACCENTURE UK LTD,3003380678,"£28,565",5218102901,10389488
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,554",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,533",9115102900,10393860
DWP,CORPORATE,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SIMPLE PAYMENT SERVICE,FG FSC SIMPLE PAYMENTS,I MOVO LTD,INV-3116,"£28,500",5224102907,10392851
DWP,EUROPEAN SOCIAL FUND,08-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESFA ESF PROJECTS,37S17C02070/CL/17Q02/13,"£28,480",1816900000,10419400
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,"£28,473",5217100002,10392328
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,OPS WDC WSD NE WEST YORKSHIRE DISTRICT OFFICE,WEST YORKSHIRE COMBINED AUTHORITY,DEBTPPTAGNT/K-JOB0009-PPCWO5871,"£28,406",5213102905,10404230
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,379",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,348",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,334",9115102900,10393860
DWP,CORPORATE,22-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,CHG UC STAKEHOLDER & PARTNERS,CARAT LTD,373229,"£28,320",5214100000,10386928
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,218",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,191",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,185",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,132",9115102900,10393860
DWP,CORPORATE,23-Jan-18,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,DIG ITLR - CONNECTIVITY - PSNC - DELA,BT GLOBAL SERVICES,462618,"£28,126",9115302900,10389147
DWP,EMPLOYMENT PROGRAMMES,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG WP FG CEP ESF1420 GTR CAMB & GTR P'BROUGH,REED IN PARTNERSHIP LTD,100002,"£28,125",5213102914,10419316
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,051",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£28,002",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,739",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,726",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,641",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,514",9115102900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,"£27,511",5217100002,10392328
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,508",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,486",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,COMMS SPARE 1,CARAT LTD,372686,"£27,457",5214100000,10383002
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,449",9115102900,10393860
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606648,"£27,444",5217100002,10392328
DWP,CORPORATE,17-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,FG CD ACC POSTAGE,UK MAIL,5606643,"£27,426",5217100002,10392328
DWP,CORPORATE,26-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,CHG WORK & HEALTH,IBM UNITED KINGDOM LTD,5801180805,"£27,301",5218102901,10386311
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,247",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,127",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,120",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£27,096",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,900",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,804",9115102900,10393860
DWP,CORPORATE,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REMOTE STORAGE,FG CD CENTRAL CONTRACTS,IRON MOUNTAIN UK LTD,487063,"£26,782",5217102901,10392332
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,765",9115102900,10393860
DWP,CORPORATE,18-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - IT SUPPORT,DIG ITLR CSC,CSC COMPUTER SCIENCES LTD,5201521337,"£26,689",5218102905,10389522
DWP,EMPLOYMENT PROGRAMMES,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG EP WALES REHAB JOB FIT,REHAB JOBFIT LLP,100035,"£26,678",5213102915,10419137
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,619",9115102900,10393860
DWP,CORPORATE,16-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ITLR HOSTING SSBA DEL P,ENTSERV UK LTD,6049504,"£26,570",5813102901,10389589
DWP,EMPLOYMENT PROGRAMMES,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG EP WORK CHOICE S LON LAMBETH SOUTHWARK WANDSWORTH,INGEUS UK LTD,100139,"£26,547",5213102915,10419096
DWP,CORPORATE,25-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REMOTE STORAGE,FG CD CENTRAL CONTRACTS,IRON MOUNTAIN UK LTD,487063,"£26,493",5217102901,10392332
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,389",9115102900,10393860
DWP,CORPORATE,24-Jan-18,CA - OTHER RECEIVABLES - CRU PAYMENTS RECOVERIES,BALANCE SHEET,BERRYMANS LACE MAWER,ABS914-173519,"£26,366",1816902917,99999999
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,350",9115102900,10393860
DWP,CORPORATE,31-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ITLR HOSTING SSBA DEL P,ENTSERV UK LTD,6050266,"£26,303",5813102901,10389589
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,244",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,235",9115102900,10393860
DWP,CORPORATE,26-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING - APPS DEV,DIG WA & UC DATA WORKS PLATFORM,TATA CONSULTANCY SERVICES LTD,UKNI218033687,"£26,235",5218102901,10389241
DWP,CORPORATE,18-Jan-18,CL - OTHER PAYABLES - NHS INCENTIVISATION (EHIC COSTS),BALANCE SHEET,ST GEORGES HEALTHCARE NHS TRUST,1232-A,"£26,200",2617902901,99999999
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,198",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,149",9115102900,10393860
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£26,134",9115102900,10393860
DWP,CORPORATE,22-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,CHG UC PATHFINDER DELIVERY MANAGEMENT,ENTSERV UK LTD,6050515,"£26,122",5813102901,10386910
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROG OPERATIONS IMPLEMENTATION,TELEREAL TRILLIUM,995554,"£26,091",5215102901,10386171
DWP,CORPORATE,23-Jan-18,CA - OTHER RECEIVABLES - CRU PAYMENTS RECOVERIES,BALANCE SHEET,CWM TAF LHB,EDH633-173464,"£26,021",1816902917,99999999
DWP,CORPORATE,25-Jan-18,EXP - SERVICE ELEMENT OF NON-PFI FIN LEASES - HOSTING,DIG ITLR HOSTING SSBA DEL P,ENTSERV UK LTD,6049484,"£25,986",5813102901,10389589
DWP,EUROPEAN SOCIAL FUND,31-Jan-18,CA - OTHER RECEIVABLES,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,ESF PROGRAMME SUPPORT,23S17C01965/CL/17Q02/08,"£25,963",1816900000,10419400
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£25,957",9115102900,10393860
DWP,EMPLOYMENT PROGRAMMES,31-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,WWEG EP W MIDLANDS BIRM SOL BC FOURSTAR EMP AND SKILLS,PEOPLEPLUS GROUP LTD,100084,"£25,937",5213102915,10419154
DWP,CORPORATE,31-Jan-18,AI - PFI - RENTALS UNDER PFI OPERATING LEASES - BUILDINGS - PRIME FIXED CHARGE,FG CD OPS & CMG ESTATES PRIME COSTS,TELEREAL TRILLIUM,995466,"£25,933",9115102900,10393860
DWP,CORPORATE,19-Jan-18,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - BILLABLE EXTRAS PCM,CHG PEOPLE & LOCATIONS PROGRAMME TEAM DELP,TELEREAL TRILLIUM,995535,"£25,925",5215102901,10386170
